"","Tweet","Date","Isretweet","Retweets","Score","Product","City","Country","duplicate"
"128","RT @cuongcz: ai ml artificialintelligence machinelearning datascience bigdata analytics blockchain tech data @Nicochan33 @TrippBr","2021-06-05 08:19:24",TRUE,3,0,Samsung Galaxy,NYC,USA,TRUE
"129","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 07:40:50",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"130","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 07:24:33",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"131","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 07:11:54",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"132","ai ml artificialintelligence machinelearning datascience bigdata analytics blockchain tech data /FEp8LalmNK","2021-06-05 07:02:34",FALSE,3,0,Samsung Galaxy,NYC,USA,FALSE
"133","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 06:36:03",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"134","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 06:28:29",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"135","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 06:07:44",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"136","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 06:03:36",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
"137","Affordable flagship Samsung Galaxy S21 FE showed on high-quality renders from a reliablesource /EfFObY6sc3","2021-06-05 05:58:53",FALSE,0,1,Samsung Galaxy,NYC,USA,FALSE
"138","RT @evleaks: Samsung Galaxy S21 FE (from 3D objects) - /VQmPpCp0UC","2021-06-05 05:49:19",TRUE,105,0,Samsung Galaxy,NYC,USA,TRUE
