"","Tweet","Date","Isretweet","Retweets","Score","Product","City","Country","duplicate"
"725","RT @Forbes: WhatsApp suddenly gives 2 billion users a reason to stay /E1U5hpeodg","2021-06-06 17:37:53",TRUE,46,0,Apple iPhone,NYC,USA,TRUE
"726","RT @Forbes: WhatsApp suddenly gives 2 billion users a reason to stay /E1U5hpeodg","2021-06-06 17:37:52",TRUE,46,0,Apple iPhone,NYC,USA,TRUE
"727","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:37:47",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"728","RT @Forbes: WhatsApp suddenly gives 2 billion users a reason to stay /E1U5hpeodg","2021-06-06 17:37:05",TRUE,46,0,Apple iPhone,NYC,USA,TRUE
"729","RT @Forbes: WhatsApp suddenly gives 2 billion users a reason to stay /E1U5hpeodg","2021-06-06 17:36:43",TRUE,46,0,Apple iPhone,NYC,USA,TRUE
"730","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:36:39",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"731","WhatsApp suddenly gives 2 billion users a reason to stay /E1U5hpeodg","2021-06-06 17:36:04",FALSE,46,0,Apple iPhone,NYC,USA,FALSE
"732","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:33:41",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"733","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:29:05",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"734","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:28:46",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"735","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:28:32",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"736","RT @Forbes: New warning issued for millions of iPhone 12 users /o60XCphPSs","2021-06-06 17:28:12",TRUE,36,-1,Apple iPhone,NYC,USA,TRUE
"737","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:28:05",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"738","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:27:13",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"739","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:26:38",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"740","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:25:37",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
"741","RT @Forbes: Here's why you should stop using the Facebook Messenger app /nbd0maj4hP","2021-06-06 17:25:34",TRUE,33,0,Apple iPhone,NYC,USA,TRUE
