"","tweet","date","isretweet","retweets","score","product","city","country","duplicated"
"402",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-05 01-07-44,TRUE,6,0,Apple iPhone,LA,USA,TRUE
"403",So the orange color carrots are not the best Dutch invention after all!  /plAntNc9N2,2021-06-05 01-06-58,FALSE,0,1,Apple iPhone,LA,USA,FALSE
"404",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /j0FKPfu7ob,2021-06-05 00-59-38,FALSE,6,0,Apple iPhone,LA,USA,FALSE
"405",@tonymcconville @hbomax Yikes. What about the iPhone remote ? I feel like its working since its still s UI. No /gioHQVOjgt,2021-06-05 00-57-34,FALSE,0,1,Apple iPhone,LA,USA,FALSE
"406",RT @kwiens: Apple allows users to pair a new keyboard with touch ID with their computer. a Mac can maintain secure pairings with up to fiv,2021-06-05 00-50-00,TRUE,14,1,Apple iPhone,LA,USA,TRUE
"407",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-05 00-47-24,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"408",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-46-26,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"409",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-43-22,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"410",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-40-05,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"411",iPhone Deals: Apple iPhone 12 Pro Max - 128gb - Unlocked - Factory Sealed - Factory Warranty /AzQF4TOr7f,2021-06-05 00-22-04,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"412",Check out Vintage Buffalo Docking Station for early Apple iPhone, USB, Hard Drive  /foUYzQns22,2021-06-05 00-21-40,FALSE,0,-1,Apple iPhone,LA,USA,FALSE
"413",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-17-02,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"414",RT @TheScreenTeam: How do I get this fn flashlight off my Lock Screen on the iPhone? My god thats the dumbest, most annoying thing ever.,2021-06-05 00-17-00,TRUE,2,-1,Apple iPhone,LA,USA,TRUE
"415",How do I get this fn flashlight off my Lock Screen on the iPhone? My god thats the dumbest, most annoying thing ever. @Apple,2021-06-05 00-15-39,FALSE,2,-1,Apple iPhone,LA,USA,FALSE
"416",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-10-45,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"417",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-05 00-10-43,TRUE,9,1,Apple iPhone,LA,USA,TRUE
"418",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /Qa0rtIn5fK,2021-06-05 00-09-32,FALSE,9,1,Apple iPhone,LA,USA,FALSE
"419",RT @kwiens: Apple allows users to pair a new keyboard with touch ID with their computer. a Mac can maintain secure pairings with up to fiv,2021-06-04 23-46-23,TRUE,14,1,Apple iPhone,LA,USA,TRUE
"420",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 23-45-06,TRUE,6,1,Apple iPhone,LA,USA,TRUE
"421",RT @kwiens: Apple allows users to pair a new keyboard with touch ID with their computer. a Mac can maintain secure pairings with up to fiv,2021-06-04 23-43-09,TRUE,14,1,Apple iPhone,LA,USA,TRUE
"422",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 23-38-44,TRUE,6,1,Apple iPhone,LA,USA,TRUE
"423",@ATTexplore @FloraMunguia 

/OWtsIprx0z
Ready to graduate to the latest iPhone?
attexplore
sweepstakes,2021-06-04 23-38-32,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"424",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 23-24-16,TRUE,6,1,Apple iPhone,LA,USA,TRUE
"425",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 23-23-05,TRUE,6,1,Apple iPhone,LA,USA,TRUE
"426",RT @kwiens: Apple allows users to pair a new keyboard with touch ID with their computer. a Mac can maintain secure pairings with up to fiv,2021-06-04 23-22-18,TRUE,14,1,Apple iPhone,LA,USA,TRUE
"427",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 23-21-02,TRUE,6,1,Apple iPhone,LA,USA,TRUE
"428",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /DRXYGFYptP,2021-06-04 23-19-31,FALSE,6,1,Apple iPhone,LA,USA,FALSE
"429",@ATTexplore @SergiMunguia 

/8qQyo16cU9
Ready to graduate to the latest iPhone?
attexplore
sweepstakes,2021-06-04 23-18-35,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"430",Apple allows users to pair a new keyboard with touch ID with their computer. a Mac can maintain secure pairings wi /CxSPuusPDH,2021-06-04 23-18-32,FALSE,14,1,Apple iPhone,LA,USA,FALSE
"431",@ATTexplore @heymissy0111 /zrWWSqQOv4
Ready to graduate to the latest iPhone?
attexplore
sweepstakes,2021-06-04 23-16-28,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"432",Why does the hi emoji on iPhone look like the 3rd reich salute? @Apple @Endracismnow_,2021-06-04 23-03-57,FALSE,0,2,Apple iPhone,LA,USA,FALSE
"433",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 22-46-57,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"434",RT @GoTalkUSA: Don't miss huge savings on the iPhone 7! Apple iPhone7 Refurbished New Sale GoTalk Unlocked Shop sale now  https://,2021-06-04 21-51-06,TRUE,1,0,Apple iPhone,LA,USA,FALSE
"435",Don't miss huge savings on the iPhone 7! Apple iPhone7 Refurbished New Sale GoTalk Unlocked Shop sale now  /aZamJIRefu,2021-06-04 21-49-45,FALSE,1,0,Apple iPhone,LA,USA,FALSE
"436",Apple needs to come out with an iPhone that works in AZ heat,2021-06-04 21-35-16,FALSE,1,1,Apple iPhone,LA,USA,FALSE
"437",iPhone Deals: Apple iPhone SE 1 Gen 16/32/64/128GB - Fully Unlocked - Sealed in Original Box /I3TjGNLf7h,2021-06-04 21-22-08,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"438",iPhone Deals: Apple iPhone X - 64GB 256GB - Factory Unlocked AT&amp;T Verizon T-Mobile NO FACE ID /q3qydIfSEV,2021-06-04 21-22-07,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"439",RT @scpwords: GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro indievideogames ios,2021-06-04 21-10-36,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"440",GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro /Rj2jdquHuM,2021-06-04 21-09-12,FALSE,2,0,Apple iPhone,LA,USA,FALSE
"441",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /bCPBwCxOuW,2021-06-04 20-59-14,FALSE,2,0,Apple iPhone,LA,USA,FALSE
"442",@Apple have 14.6 installed on 11 pro iPhone. Having trouble with calendar-keeps changing my appointment times. Ive /fz60TTHdP4,2021-06-04 20-57-49,FALSE,0,-1,Apple iPhone,LA,USA,FALSE
"443",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 20-51-15,TRUE,4,1,Apple iPhone,LA,USA,TRUE
"444",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 20-51-00,TRUE,4,1,Apple iPhone,LA,USA,TRUE
"445",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 20-50-54,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"446",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 20-50-10,TRUE,4,1,Apple iPhone,LA,USA,TRUE
"447",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /V9yiRFVjks,2021-06-04 20-49-11,FALSE,4,1,Apple iPhone,LA,USA,FALSE
"448",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 20-31-34,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"449",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 20-15-26,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"450",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 20-11-31,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"451",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 20-10-37,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"452",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 20-09-31,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"453",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /vBx9SncLQT,2021-06-04 20-09-17,FALSE,5,0,Apple iPhone,LA,USA,FALSE
"454",@ATTexplore /YMaQUHLdwc "Ready to graduate to the latest iPhone?" attexplore Sweepstakes @JenJen0313,2021-06-04 20-08-06,FALSE,0,1,Apple iPhone,LA,USA,FALSE
"455",GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro /tyVpWlRADI,2021-06-04 19-59-05,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"456",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 19-37-08,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"457",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 19-15-34,TRUE,7,0,Apple iPhone,LA,USA,TRUE
"458",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 19-15-04,TRUE,7,0,Apple iPhone,LA,USA,TRUE
"459",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 19-14-13,TRUE,7,0,Apple iPhone,LA,USA,TRUE
"460",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 19-10-43,TRUE,7,0,Apple iPhone,LA,USA,TRUE
"461",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 19-09-12,TRUE,7,0,Apple iPhone,LA,USA,TRUE
"462",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /2fgHGW5Dw1,2021-06-04 19-09-04,FALSE,7,0,Apple iPhone,LA,USA,FALSE
"463",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 18-57-22,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"464",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 18-56-29,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"465",RT @iDropNews: We're giving away another iPhone 12 Pro Max absolutely free!  Follow the link and earn your chances to win. (ARV: $1,099) h,2021-06-04 18-56-11,TRUE,1374,2,Apple iPhone,LA,USA,TRUE
"466",Your own personal assistant  Apple iPhone11 GoTalk Unlocked Shop Now  /BEIztmO5gF,2021-06-04 18-47-56,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"467",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 18-34-30,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"468",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 18-27-06,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"469",Verizon Deals: Apple  iPhone 8 Plus 64GB T-Mobile AT&amp;T Verizon UNLOCKED A1864 /vAiKXFfi9T,2021-06-04 18-22-09,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"470",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 18-15-43,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"471",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 18-13-25,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"472",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 18-13-23,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"473",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 18-13-18,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"474",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 18-11-20,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"475",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 18-10-30,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"476",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /eolvfjbhw9,2021-06-04 18-08-56,FALSE,2,0,Apple iPhone,LA,USA,FALSE
"477",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 18-07-22,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"478",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 18-05-15,TRUE,7,1,Apple iPhone,LA,USA,TRUE
"479",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /rNkuyXjXBK,2021-06-04 17-58-54,FALSE,7,1,Apple iPhone,LA,USA,FALSE
"480",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 17-56-03,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"481",iPhone users say Apple's new iOS 14.6 update is RUINING their battery life - with reports of charge draining comple /ydeCLdl6xt,2021-06-04 17-54-41,FALSE,0,-2,Apple iPhone,LA,USA,FALSE
"482",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 17-43-36,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"483",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 17-32-52,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"484",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 17-29-18,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"485",GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro /Z2acOn7NE8,2021-06-04 17-28-50,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"486",iPhone users say Apple's new iOS 14.6 update is RUINING their battery life - with reports of charge draining comple /WygBctGgNq,2021-06-04 17-28-21,FALSE,0,-2,Apple iPhone,LA,USA,FALSE
"487",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 17-12-26,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"488",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 16-45-07,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"489",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 16-39-52,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"490",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 16-33-44,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"491",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /kEtjC8C77V,2021-06-04 16-33-37,FALSE,2,0,Apple iPhone,LA,USA,FALSE
"492",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 16-27-36,TRUE,1,1,Apple iPhone,LA,USA,TRUE
"493",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 16-21-11,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"494",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /1iumLg3I9l,2021-06-04 16-18-49,FALSE,1,1,Apple iPhone,LA,USA,FALSE
"495",@ATTexplore That would be fantastic!  
Ready to graduate to the latest iPhone?
attexplore
sweepstakes
/XTSuKRixKy,2021-06-04 16-17-59,FALSE,0,2,Apple iPhone,LA,USA,FALSE
"496",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 16-14-13,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"497",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 16-12-42,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"498",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 16-05-45,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"499",@ATTexplore @danielpham 
/OQmAPhvLYG
Ready to graduate to the latest iPhone?
attexplore
sweepstakes,2021-06-04 16-04-16,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"500",@KamBrothers I listened to is this morning using the Apple Podcast app on my iPhone.,2021-06-04 15-59-40,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"501",RT @scpwords: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames videogame,2021-06-04 15-58-42,TRUE,2,0,Apple iPhone,LA,USA,TRUE
"502",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /c0i4lcm2kc,2021-06-04 15-58-41,FALSE,2,0,Apple iPhone,LA,USA,FALSE
"503",@ATTexplore @zwriter /fgoADxe0y8
Ready to graduate to the latest iPhone?
attexplore
sweepstakes,2021-06-04 15-55-33,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"504",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 15-45-12,TRUE,3,1,Apple iPhone,LA,USA,TRUE
"505",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 15-39-18,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"506",RT @scpwords: Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart pixel indiev,2021-06-04 15-26-17,TRUE,3,1,Apple iPhone,LA,USA,TRUE
"507",iPhone Deals: Apple iPhone XR 64GB - 128GB - 256GB - All Colors - Fully Unlocked /BX06ZBfI1e,2021-06-04 15-21-35,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"508",If You Live in Apple's World, Here's What You're Missing  Apples closed ecosystem of hardware and software has re /2GRzmJsR32,2021-06-04 15-18-11,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"509",If You Live in Apple's World, Here's What You're Missing  Apples closed ecosystem of hardware and software has re /O1piYyttM6,2021-06-04 15-18-10,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"510",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 15-17-06,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"511",RT @iDropNews: Has your iPhone been dying much faster than usual?  /88RH6DG6J2,2021-06-04 15-10-45,TRUE,3,0,Apple iPhone,LA,USA,FALSE
"512",Get Retro Knight for iPhone/Android today! NOW FREE! The game is HUGE! indiegame gamedev indiedev pixelart /ukeguUGRv3,2021-06-04 15-08-38,FALSE,3,1,Apple iPhone,LA,USA,FALSE
"513",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 14-53-29,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"514",RT @scpwords: GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro indievideogames ios,2021-06-04 14-28-03,TRUE,1,0,Apple iPhone,LA,USA,TRUE
"515",GORPEE KONG! Some classic platforming hilarity on Anarchy Island! indiegame gamedev indiedev retro /qMPoMLFaDl,2021-06-04 14-18-31,FALSE,1,0,Apple iPhone,LA,USA,FALSE
"516",RT @theapplehub: These are the devices expected to support iOS 15. Apple is expected to drop support for the iPhone 6s, iPhone 6s Plus, and,2021-06-04 14-08-34,TRUE,288,2,Apple iPhone,LA,USA,TRUE
"517",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 13-39-19,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"518",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 13-21-40,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"519",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 13-13-34,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"520",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 13-12-26,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"521",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 13-11-56,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"522",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /IMW2XpT4s1,2021-06-04 13-07-55,FALSE,5,0,Apple iPhone,LA,USA,FALSE
"523",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /kEjXKuIrNN,2021-06-04 12-47-51,FALSE,6,0,Apple iPhone,LA,USA,FALSE
"524",iPhone users say 'horrific' Apple iOS 14.6 update is draining their battery
/9mUnkA0L1x,2021-06-04 12-37-40,FALSE,0,-2,Apple iPhone,LA,USA,FALSE
"525",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 12-32-02,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"526",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 12-24-15,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
"527",RT @theapplehub: Apple is also working on reverse wireless charging for the 2022 iPad Pro, which would enable an iPhone, AirPods and Apple,2021-06-04 12-22-04,TRUE,5,0,Apple iPhone,LA,USA,TRUE
"528",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 12-22-00,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"529",Verizon Deals: Apple iPhone 12 Mini 5G 128GB - Blue (Verizon) MG6Q3LL/A (A2176) Smartphone /6K86vCOWox,2021-06-04 12-21-11,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"530",iPhone Deals: Apple iPhone 8 64GB 128GB 256GB Factory Unlocked Excellent Condition /2RO8jboAfG,2021-06-04 12-21-08,FALSE,0,1,Apple iPhone,LA,USA,FALSE
"531",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 12-01-35,TRUE,11,0,Apple iPhone,LA,USA,TRUE
"532",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 12-01-34,TRUE,11,0,Apple iPhone,LA,USA,TRUE
"533",RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi,2021-06-04 11-55-54,TRUE,11,0,Apple iPhone,LA,USA,TRUE
"534",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /RgYsU5kbsT,2021-06-04 11-52-41,FALSE,11,0,Apple iPhone,LA,USA,FALSE
"535",RT @theapplehub: According to Bloombergs Mark Gurman, Apple is testing a glass back on a future iPad Pro, which would enable wireless char,2021-06-04 11-48-55,TRUE,41,0,Apple iPhone,LA,USA,TRUE
"536",DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames /nGQU6yC0Qo,2021-06-04 11-38-16,FALSE,0,0,Apple iPhone,LA,USA,FALSE
"537",RT @iDropNews: John C. won an iPhone 12 Pro Max! Would you like to be next? Like this tweet if you're feeling lucky. Follow the link to ear,2021-06-04 11-17-45,TRUE,1058,4,Apple iPhone,LA,USA,TRUE
